timestamp,count,condition,temp,humidity,day_of_week,hour
2024-01-21 15:00:00,6,Fog,27.53,60,6,15
2024-01-21 15:30:00,3,Haze,27.01,63,6,15
2024-01-21 16:00:00,23,Clouds,29.32,85,6,16
2024-01-21 16:30:00,18,Fog,27.12,47,6,16
2024-01-21 17:00:00,23,Clouds,25.35,67,6,17
2024-01-21 17:30:00,22,Mist,27.81,73,6,17
2024-01-21 18:00:00,11,Rain,29.24,90,6,18
2024-01-21 18:30:00,20,Fog,27.58,91,6,18
2024-01-21 19:00:00,29,Mist,30.05,69,6,19
2024-01-21 19:30:00,22,Clear,30.62,43,6,19
2024-01-21 20:00:00,14,Drizzle,25.16,73,6,20
2024-01-21 20:30:00,17,Haze,29.89,78,6,20
2024-01-21 21:00:00,26,Fog,26.95,40,6,21
2024-01-21 21:30:00,23,Fog,30.18,55,6,21
2024-01-21 22:00:00,28,Fog,24.17,82,6,22
2024-01-21 22:30:00,9,Thunderstorm,29.22,75,6,22
2024-01-21 23:00:00,2,Thunderstorm,22.96,78,6,23
2024-01-21 23:30:00,9,Mist,24.1,48,6,23
2024-01-22 00:00:00,6,Mist,30.45,60,0,0
2024-01-22 00:30:00,1,Clear,27.35,68,0,0
2024-01-22 01:00:00,3,Clouds,29.47,63,0,1
2024-01-22 01:30:00,8,Haze,31.71,62,0,1
2024-01-22 02:00:00,7,Fog,26.97,69,0,2
2024-01-22 02:30:00,2,Clear,23.53,46,0,2
2024-01-22 03:00:00,4,Rain,24.63,61,0,3
2024-01-22 03:30:00,10,Clouds,26.92,54,0,3
2024-01-22 04:00:00,1,Haze,25.42,62,0,4
2024-01-22 04:30:00,3,Rain,34.33,86,0,4
2024-01-22 05:00:00,2,Fog,27.08,52,0,5
2024-01-22 05:30:00,4,Clear,27.69,55,0,5
2024-01-22 06:00:00,2,Clouds,26.0,64,0,6
2024-01-22 06:30:00,3,Clouds,24.37,58,0,6
2024-01-22 07:00:00,22,Mist,26.22,38,0,7
2024-01-22 07:30:00,17,Mist,30.78,45,0,7
2024-01-22 08:00:00,8,Rain,27.65,80,0,8
2024-01-22 08:30:00,11,Drizzle,25.77,94,0,8
2024-01-22 09:00:00,8,Rain,25.73,51,0,9
2024-01-22 09:30:00,18,Clouds,25.67,75,0,9
2024-01-22 10:00:00,1,Drizzle,26.37,64,0,10
2024-01-22 10:30:00,9,Fog,23.09,78,0,10
2024-01-22 11:00:00,7,Clouds,24.26,79,0,11
2024-01-22 11:30:00,10,Haze,31.19,74,0,11
2024-01-22 12:00:00,2,Clear,30.32,75,0,12
2024-01-22 12:30:00,10,Mist,22.23,74,0,12
2024-01-22 13:00:00,3,Haze,30.45,82,0,13
2024-01-22 13:30:00,2,Drizzle,30.13,50,0,13
2024-01-22 14:00:00,8,Clear,24.3,83,0,14
2024-01-22 14:30:00,10,Clouds,29.99,69,0,14
2024-01-22 15:00:00,5,Mist,32.52,53,0,15
2024-01-22 15:30:00,1,Rain,26.86,100,0,15
2024-01-22 16:00:00,1,Clear,30.03,41,0,16
2024-01-22 16:30:00,5,Clouds,29.91,78,0,16
2024-01-22 17:00:00,20,Clear,30.46,49,0,17
2024-01-22 17:30:00,15,Clear,31.56,79,0,17
2024-01-22 18:00:00,29,Fog,28.01,45,0,18
2024-01-22 18:30:00,23,Clouds,29.69,90,0,18
2024-01-22 19:00:00,15,Fog,23.47,56,0,19
2024-01-22 19:30:00,26,Haze,28.37,40,0,19
2024-01-22 20:00:00,29,Mist,27.2,54,0,20
2024-01-22 20:30:00,17,Mist,24.49,72,0,20
2024-01-22 21:00:00,0,Rain,27.22,70,0,21
2024-01-22 21:30:00,9,Mist,27.82,80,0,21
2024-01-22 22:00:00,10,Fog,24.93,85,0,22
2024-01-22 22:30:00,10,Clear,29.87,96,0,22
2024-01-22 23:00:00,1,Thunderstorm,32.99,88,0,23
2024-01-22 23:30:00,4,Clouds,30.77,65,0,23
2024-01-23 00:00:00,9,Mist,27.67,78,1,0
2024-01-23 00:30:00,3,Rain,33.3,86,1,0
2024-01-23 01:00:00,10,Haze,32.92,38,1,1
2024-01-23 01:30:00,5,Mist,25.28,74,1,1
2024-01-23 02:00:00,10,Clouds,31.6,73,1,2
2024-01-23 02:30:00,3,Rain,29.11,67,1,2
2024-01-23 03:00:00,1,Rain,29.37,78,1,3
2024-01-23 03:30:00,1,Clouds,27.44,62,1,3
2024-01-23 04:00:00,7,Clear,33.22,76,1,4
2024-01-23 04:30:00,8,Clear,26.56,95,1,4
2024-01-23 05:00:00,8,Clouds,30.32,72,1,5
2024-01-23 05:30:00,4,Clear,22.12,66,1,5
2024-01-23 06:00:00,6,Mist,27.11,36,1,6
2024-01-23 06:30:00,2,Clouds,32.14,46,1,6
2024-01-23 07:00:00,9,Drizzle,31.0,78,1,7
2024-01-23 07:30:00,30,Clouds,24.26,54,1,7
2024-01-23 08:00:00,21,Clouds,30.66,81,1,8
2024-01-23 08:30:00,12,Thunderstorm,26.57,62,1,8
2024-01-23 09:00:00,8,Rain,25.11,69,1,9
2024-01-23 09:30:00,21,Haze,33.58,39,1,9
2024-01-23 10:00:00,6,Clear,30.52,62,1,10
2024-01-23 10:30:00,3,Rain,24.33,48,1,10
2024-01-23 11:00:00,6,Fog,25.44,77,1,11
2024-01-23 11:30:00,7,Haze,27.28,87,1,11
2024-01-23 12:00:00,3,Drizzle,28.28,80,1,12
2024-01-23 12:30:00,0,Drizzle,24.78,91,1,12
2024-01-23 13:00:00,1,Haze,30.28,55,1,13
2024-01-23 13:30:00,7,Fog,25.71,79,1,13
2024-01-23 14:00:00,10,Clear,24.84,63,1,14
2024-01-23 14:30:00,4,Clear,32.45,62,1,14
2024-01-23 15:00:00,3,Drizzle,25.13,61,1,15
2024-01-23 15:30:00,5,Rain,28.55,75,1,15
2024-01-23 16:00:00,3,Fog,29.29,93,1,16
2024-01-23 16:30:00,8,Fog,23.84,56,1,16
2024-01-23 17:00:00,17,Clouds,25.96,73,1,17
2024-01-23 17:30:00,27,Haze,28.35,68,1,17
2024-01-23 18:00:00,22,Clouds,33.9,47,1,18
2024-01-23 18:30:00,19,Clear,27.97,52,1,18
2024-01-23 19:00:00,19,Rain,28.13,100,1,19
2024-01-23 19:30:00,27,Mist,26.0,72,1,19
2024-01-23 20:00:00,7,Drizzle,31.07,52,1,20
2024-01-23 20:30:00,29,Clear,31.42,61,1,20
2024-01-23 21:00:00,10,Haze,30.1,91,1,21
2024-01-23 21:30:00,2,Haze,27.48,70,1,21
2024-01-23 22:00:00,2,Fog,22.9,57,1,22
2024-01-23 22:30:00,9,Haze,28.71,53,1,22
2024-01-23 23:00:00,4,Rain,18.03,51,1,23
2024-01-23 23:30:00,3,Clouds,28.62,76,1,23
2024-01-24 00:00:00,7,Drizzle,26.3,70,2,0
2024-01-24 00:30:00,2,Thunderstorm,25.0,75,2,0
2024-01-24 01:00:00,9,Clouds,31.5,67,2,1
2024-01-24 01:30:00,4,Clouds,29.85,30,2,1
2024-01-24 02:00:00,4,Mist,26.88,50,2,2
2024-01-24 02:30:00,5,Thunderstorm,29.3,100,2,2
2024-01-24 03:00:00,5,Drizzle,32.35,59,2,3
2024-01-24 03:30:00,6,Haze,27.2,52,2,3
2024-01-24 04:00:00,5,Mist,28.92,60,2,4
2024-01-24 04:30:00,3,Haze,32.58,52,2,4
2024-01-24 05:00:00,4,Thunderstorm,33.27,84,2,5
2024-01-24 05:30:00,5,Clouds,25.26,61,2,5
2024-01-24 06:00:00,5,Mist,26.32,74,2,6
2024-01-24 06:30:00,1,Drizzle,29.46,69,2,6
2024-01-24 07:00:00,26,Fog,31.93,69,2,7
2024-01-24 07:30:00,16,Drizzle,28.21,57,2,7
2024-01-24 08:00:00,21,Mist,23.81,75,2,8
2024-01-24 08:30:00,25,Clear,27.81,71,2,8
2024-01-24 09:00:00,15,Clouds,27.37,37,2,9
2024-01-24 09:30:00,16,Clouds,25.22,77,2,9
2024-01-24 10:00:00,2,Clouds,31.24,67,2,10
2024-01-24 10:30:00,10,Haze,27.06,51,2,10
2024-01-24 11:00:00,5,Drizzle,27.38,57,2,11
2024-01-24 11:30:00,0,Drizzle,25.22,66,2,11
2024-01-24 12:00:00,1,Drizzle,23.59,69,2,12
2024-01-24 12:30:00,3,Drizzle,26.25,89,2,12
2024-01-24 13:00:00,3,Haze,27.31,80,2,13
2024-01-24 13:30:00,3,Drizzle,34.44,50,2,13
2024-01-24 14:00:00,3,Thunderstorm,29.37,85,2,14
2024-01-24 14:30:00,6,Clouds,25.74,31,2,14
2024-01-24 15:00:00,1,Clear,31.81,73,2,15
2024-01-24 15:30:00,9,Haze,25.52,36,2,15
2024-01-24 16:00:00,5,Drizzle,27.58,74,2,16
2024-01-24 16:30:00,3,Clear,29.89,85,2,16
2024-01-24 17:00:00,15,Clouds,21.52,52,2,17
2024-01-24 17:30:00,22,Clouds,28.93,70,2,17
2024-01-24 18:00:00,24,Mist,25.19,57,2,18
2024-01-24 18:30:00,9,Drizzle,27.87,55,2,18
2024-01-24 19:00:00,24,Clouds,25.59,88,2,19
2024-01-24 19:30:00,19,Clear,28.24,81,2,19
2024-01-24 20:00:00,11,Rain,31.38,41,2,20
2024-01-24 20:30:00,21,Clouds,28.04,86,2,20
2024-01-24 21:00:00,5,Rain,28.08,54,2,21
2024-01-24 21:30:00,5,Rain,28.98,79,2,21
2024-01-24 22:00:00,2,Clear,31.63,75,2,22
2024-01-24 22:30:00,10,Mist,25.07,76,2,22
2024-01-24 23:00:00,6,Haze,24.71,60,2,23
2024-01-24 23:30:00,2,Clouds,18.22,77,2,23
2024-01-25 00:00:00,1,Rain,30.76,95,3,0
2024-01-25 00:30:00,6,Haze,29.14,49,3,0
2024-01-25 01:00:00,1,Fog,25.24,73,3,1
2024-01-25 01:30:00,10,Clouds,26.93,56,3,1
2024-01-25 02:00:00,4,Mist,28.93,90,3,2
2024-01-25 02:30:00,8,Mist,23.05,84,3,2
2024-01-25 03:00:00,1,Clouds,28.69,88,3,3
2024-01-25 03:30:00,8,Clouds,34.06,90,3,3
2024-01-25 04:00:00,1,Clouds,26.67,69,3,4
2024-01-25 04:30:00,4,Clear,29.72,36,3,4
2024-01-25 05:00:00,5,Haze,29.07,73,3,5
2024-01-25 05:30:00,3,Clouds,28.24,66,3,5
2024-01-25 06:00:00,2,Clouds,25.21,83,3,6
2024-01-25 06:30:00,8,Haze,32.32,86,3,6
2024-01-25 07:00:00,25,Clouds,24.57,63,3,7
2024-01-25 07:30:00,24,Clouds,28.59,64,3,7
2024-01-25 08:00:00,14,Drizzle,23.55,52,3,8
2024-01-25 08:30:00,29,Clouds,27.26,71,3,8
2024-01-25 09:00:00,29,Clouds,27.68,49,3,9
2024-01-25 09:30:00,23,Clear,27.73,80,3,9
2024-01-25 10:00:00,1,Clear,28.07,55,3,10
2024-01-25 10:30:00,1,Clouds,26.86,65,3,10
2024-01-25 11:00:00,3,Clear,28.98,65,3,11
2024-01-25 11:30:00,8,Fog,27.25,50,3,11
2024-01-25 12:00:00,5,Drizzle,28.11,59,3,12
2024-01-25 12:30:00,10,Clear,31.09,82,3,12
2024-01-25 13:00:00,3,Clear,27.03,39,3,13
2024-01-25 13:30:00,8,Fog,24.03,94,3,13
2024-01-25 14:00:00,7,Clouds,28.13,74,3,14
2024-01-25 14:30:00,10,Clear,26.32,78,3,14
2024-01-25 15:00:00,9,Clear,30.55,63,3,15
2024-01-25 15:30:00,1,Clouds,27.4,94,3,15
2024-01-25 16:00:00,1,Thunderstorm,23.65,67,3,16
2024-01-25 16:30:00,6,Clear,28.54,30,3,16
2024-01-25 17:00:00,16,Fog,29.55,71,3,17
2024-01-25 17:30:00,23,Clear,29.55,59,3,17
2024-01-25 18:00:00,8,Drizzle,27.48,64,3,18
2024-01-25 18:30:00,30,Clouds,26.86,75,3,18
2024-01-25 19:00:00,24,Haze,28.13,64,3,19
2024-01-25 19:30:00,22,Mist,25.72,79,3,19
2024-01-25 20:00:00,28,Fog,28.73,70,3,20
2024-01-25 20:30:00,14,Drizzle,25.5,86,3,20
2024-01-25 21:00:00,2,Haze,32.81,89,3,21
2024-01-25 21:30:00,3,Mist,29.83,93,3,21
2024-01-25 22:00:00,0,Drizzle,28.29,96,3,22
2024-01-25 22:30:00,8,Clouds,29.2,64,3,22
2024-01-25 23:00:00,2,Fog,22.51,90,3,23
2024-01-25 23:30:00,4,Clouds,30.82,72,3,23
2024-01-26 00:00:00,2,Clouds,29.24,73,4,0
2024-01-26 00:30:00,2,Clouds,31.12,76,4,0
2024-01-26 01:00:00,8,Clear,29.23,63,4,1
2024-01-26 01:30:00,5,Drizzle,26.63,85,4,1
2024-01-26 02:00:00,5,Rain,31.27,82,4,2
2024-01-26 02:30:00,9,Mist,24.1,100,4,2
2024-01-26 03:00:00,8,Clear,22.38,72,4,3
2024-01-26 03:30:00,8,Clear,34.33,50,4,3
2024-01-26 04:00:00,0,Rain,24.78,73,4,4
2024-01-26 04:30:00,3,Clouds,26.03,61,4,4
2024-01-26 05:00:00,1,Clear,22.54,81,4,5
2024-01-26 05:30:00,2,Rain,27.25,81,4,5
2024-01-26 06:00:00,4,Thunderstorm,28.23,98,4,6
2024-01-26 06:30:00,1,Haze,27.18,56,4,6
2024-01-26 07:00:00,17,Haze,26.19,81,4,7
2024-01-26 07:30:00,29,Clear,26.97,81,4,7
2024-01-26 08:00:00,8,Drizzle,23.79,82,4,8
2024-01-26 08:30:00,17,Thunderstorm,25.41,36,4,8
2024-01-26 09:00:00,24,Clear,36.21,56,4,9
2024-01-26 09:30:00,19,Thunderstorm,24.26,54,4,9
2024-01-26 10:00:00,9,Haze,26.66,88,4,10
2024-01-26 10:30:00,5,Clear,24.22,70,4,10
2024-01-26 11:00:00,1,Rain,32.0,55,4,11
2024-01-26 11:30:00,10,Clear,29.54,79,4,11
2024-01-26 12:00:00,3,Clouds,28.69,71,4,12
2024-01-26 12:30:00,7,Clear,32.87,68,4,12
2024-01-26 13:00:00,3,Rain,26.95,72,4,13
2024-01-26 13:30:00,7,Clouds,22.56,75,4,13
2024-01-26 14:00:00,10,Mist,32.33,81,4,14
2024-01-26 14:30:00,0,Thunderstorm,28.75,82,4,14
2024-01-26 15:00:00,4,Clouds,27.46,49,4,15
2024-01-26 15:30:00,8,Haze,34.31,85,4,15
2024-01-26 16:00:00,3,Clouds,27.34,63,4,16
2024-01-26 16:30:00,7,Clear,26.31,76,4,16
2024-01-26 17:00:00,17,Mist,23.84,85,4,17
2024-01-26 17:30:00,11,Thunderstorm,18.7,73,4,17
2024-01-26 18:00:00,22,Clear,34.86,65,4,18
2024-01-26 18:30:00,27,Haze,30.89,64,4,18
2024-01-26 19:00:00,15,Clouds,32.02,83,4,19
2024-01-26 19:30:00,30,Haze,26.8,71,4,19
2024-01-26 20:00:00,22,Clouds,27.75,76,4,20
2024-01-26 20:30:00,22,Drizzle,24.65,50,4,20
2024-01-26 21:00:00,2,Rain,25.28,43,4,21
2024-01-26 21:30:00,3,Clouds,22.16,70,4,21
2024-01-26 22:00:00,5,Clear,25.81,45,4,22
2024-01-26 22:30:00,3,Rain,28.5,66,4,22
2024-01-26 23:00:00,2,Clear,27.6,61,4,23
2024-01-26 23:30:00,3,Thunderstorm,22.45,63,4,23
2024-01-27 00:00:00,3,Thunderstorm,31.31,51,5,0
2024-01-27 00:30:00,10,Mist,29.62,64,5,0
2024-01-27 01:00:00,4,Clouds,29.04,76,5,1
2024-01-27 01:30:00,1,Clear,32.44,87,5,1
2024-01-27 02:00:00,3,Clouds,32.16,73,5,2
2024-01-27 02:30:00,6,Thunderstorm,25.87,63,5,2
2024-01-27 03:00:00,9,Fog,23.1,73,5,3
2024-01-27 03:30:00,2,Drizzle,24.99,83,5,3
2024-01-27 04:00:00,2,Clear,35.55,49,5,4
2024-01-27 04:30:00,3,Thunderstorm,30.59,70,5,4
2024-01-27 05:00:00,7,Drizzle,26.67,70,5,5
2024-01-27 05:30:00,5,Clouds,26.11,44,5,5
2024-01-27 06:00:00,5,Mist,28.95,62,5,6
2024-01-27 06:30:00,4,Clear,25.29,68,5,6
2024-01-27 07:00:00,4,Rain,24.14,100,5,7
2024-01-27 07:30:00,6,Drizzle,30.67,76,5,7
2024-01-27 08:00:00,7,Clouds,29.56,59,5,8
2024-01-27 08:30:00,5,Clear,28.28,81,5,8
2024-01-27 09:00:00,5,Clouds,32.32,69,5,9
2024-01-27 09:30:00,7,Clear,26.72,91,5,9
2024-01-27 10:00:00,8,Mist,26.25,67,5,10
2024-01-27 10:30:00,2,Rain,25.06,71,5,10
2024-01-27 11:00:00,6,Clouds,25.66,81,5,11
2024-01-27 11:30:00,2,Drizzle,30.79,73,5,11
2024-01-27 12:00:00,7,Rain,23.43,47,5,12
2024-01-27 12:30:00,4,Fog,25.53,48,5,12
2024-01-27 13:00:00,1,Haze,27.49,87,5,13
2024-01-27 13:30:00,10,Clouds,28.38,67,5,13
2024-01-27 14:00:00,3,Clear,22.57,83,5,14
2024-01-27 14:30:00,9,Clear,24.9,85,5,14
2024-01-27 15:00:00,2,Rain,35.96,52,5,15
2024-01-27 15:30:00,7,Fog,25.51,91,5,15
2024-01-27 16:00:00,30,Mist,28.07,59,5,16
2024-01-27 16:30:00,30,Rain,24.1,67,5,16
2024-01-27 17:00:00,50,Clear,30.23,37,5,17
2024-01-27 17:30:00,50,Fog,32.58,78,5,17
2024-01-27 18:00:00,70,Clear,32.11,43,5,18
2024-01-27 18:30:00,70,Mist,29.79,67,5,18
2024-01-27 19:00:00,90,Haze,26.09,66,5,19
2024-01-27 19:30:00,90,Haze,29.81,57,5,19
2024-01-27 20:00:00,110,Clouds,24.18,55,5,20
2024-01-27 20:30:00,110,Clear,22.71,64,5,20
2024-01-27 21:00:00,130,Clear,34.62,74,5,21
2024-01-27 21:30:00,130,Clear,26.3,68,5,21
2024-01-27 22:00:00,100,Clouds,27.54,65,5,22
2024-01-27 22:30:00,100,Thunderstorm,28.9,62,5,22
2024-01-27 23:00:00,60,Clouds,30.45,88,5,23
2024-01-27 23:30:00,60,Clouds,27.03,62,5,23
2024-01-28 00:00:00,40,Fog,27.25,39,6,0
2024-01-28 00:30:00,40,Clouds,29.76,73,6,0
2024-01-28 01:00:00,1,Clouds,28.12,30,6,1
2024-01-28 01:30:00,0,Thunderstorm,30.22,57,6,1
2024-01-28 02:00:00,10,Fog,28.49,63,6,2
2024-01-28 02:30:00,8,Clear,26.87,80,6,2
2024-01-28 03:00:00,10,Clear,31.18,69,6,3
2024-01-28 03:30:00,2,Mist,29.52,67,6,3
2024-01-28 04:00:00,4,Fog,28.36,61,6,4
2024-01-28 04:30:00,1,Clear,27.42,97,6,4
2024-01-28 05:00:00,1,Clouds,28.67,71,6,5
2024-01-28 05:30:00,3,Drizzle,26.79,90,6,5
2024-01-28 06:00:00,8,Haze,25.89,64,6,6
2024-01-28 06:30:00,4,Mist,30.62,69,6,6
2024-01-28 07:00:00,3,Mist,23.89,81,6,7
2024-01-28 07:30:00,1,Thunderstorm,23.39,70,6,7
2024-01-28 08:00:00,8,Haze,26.68,72,6,8
2024-01-28 08:30:00,7,Clear,31.12,51,6,8
2024-01-28 09:00:00,8,Clear,28.29,56,6,9
2024-01-28 09:30:00,10,Haze,29.19,71,6,9
2024-01-28 10:00:00,3,Mist,31.98,64,6,10
2024-01-28 10:30:00,6,Rain,30.58,33,6,10
2024-01-28 11:00:00,9,Haze,27.42,59,6,11
2024-01-28 11:30:00,7,Mist,27.05,64,6,11
2024-01-28 12:00:00,5,Rain,30.3,67,6,12
2024-01-28 12:30:00,9,Fog,26.47,68,6,12
2024-01-28 13:00:00,6,Clear,32.84,83,6,13
2024-01-28 13:30:00,4,Haze,31.33,59,6,13
2024-01-28 14:00:00,8,Clouds,24.58,54,6,14
2024-01-28 14:30:00,2,Fog,30.17,82,6,14
2024-01-28 15:00:00,3,Drizzle,25.51,82,6,15
2024-01-28 15:30:00,7,Clouds,30.25,74,6,15
2024-01-28 16:00:00,24,Clouds,33.04,58,6,16
2024-01-28 16:30:00,25,Clear,32.58,81,6,16
2024-01-28 17:00:00,22,Mist,22.9,77,6,17
2024-01-28 17:30:00,16,Drizzle,31.74,59,6,17
2024-01-28 18:00:00,23,Clouds,28.4,37,6,18
2024-01-28 18:30:00,30,Mist,34.68,69,6,18
2024-01-28 19:00:00,26,Clouds,25.13,60,6,19
2024-01-28 19:30:00,9,Rain,30.24,75,6,19
2024-01-28 20:00:00,26,Haze,24.52,76,6,20
2024-01-28 20:30:00,25,Clouds,27.16,63,6,20
2024-01-28 21:00:00,7,Rain,26.73,59,6,21
2024-01-28 21:30:00,18,Haze,29.22,68,6,21
2024-01-28 22:00:00,27,Clouds,29.16,59,6,22
2024-01-28 22:30:00,27,Clouds,32.07,54,6,22
2024-01-28 23:00:00,5,Clear,30.3,77,6,23
2024-01-28 23:30:00,4,Thunderstorm,29.58,80,6,23
2024-01-29 00:00:00,1,Fog,28.52,79,0,0
2024-01-29 00:30:00,3,Mist,23.08,62,0,0
2024-01-29 01:00:00,2,Mist,23.8,40,0,1
2024-01-29 01:30:00,8,Haze,32.69,45,0,1
2024-01-29 02:00:00,0,Thunderstorm,22.97,71,0,2
2024-01-29 02:30:00,7,Mist,28.08,80,0,2
2024-01-29 03:00:00,9,Mist,25.55,61,0,3
2024-01-29 03:30:00,4,Haze,31.03,63,0,3
2024-01-29 04:00:00,4,Mist,29.4,71,0,4
2024-01-29 04:30:00,4,Fog,21.14,55,0,4
2024-01-29 05:00:00,1,Drizzle,25.36,93,0,5
2024-01-29 05:30:00,7,Mist,27.44,95,0,5
2024-01-29 06:00:00,5,Clouds,32.07,79,0,6
2024-01-29 06:30:00,10,Clear,32.84,54,0,6
2024-01-29 07:00:00,26,Mist,27.62,72,0,7
2024-01-29 07:30:00,25,Clouds,28.13,83,0,7
2024-01-29 08:00:00,30,Fog,30.5,49,0,8
2024-01-29 08:30:00,22,Clouds,31.21,75,0,8
2024-01-29 09:00:00,21,Mist,31.0,48,0,9
2024-01-29 09:30:00,9,Thunderstorm,27.3,84,0,9
2024-01-29 10:00:00,6,Haze,28.34,76,0,10
2024-01-29 10:30:00,7,Clouds,27.64,67,0,10
2024-01-29 11:00:00,5,Clouds,27.72,81,0,11
2024-01-29 11:30:00,8,Clear,27.33,77,0,11
2024-01-29 12:00:00,2,Clouds,32.58,36,0,12
2024-01-29 12:30:00,3,Mist,24.46,54,0,12
2024-01-29 13:00:00,6,Haze,22.74,77,0,13
2024-01-29 13:30:00,1,Clear,26.77,90,0,13
2024-01-29 14:00:00,3,Clear,19.24,75,0,14
2024-01-29 14:30:00,8,Clouds,30.75,80,0,14
2024-01-29 15:00:00,3,Clear,27.18,76,0,15
2024-01-29 15:30:00,2,Haze,27.09,80,0,15
2024-01-29 16:00:00,1,Rain,31.43,68,0,16
2024-01-29 16:30:00,2,Mist,30.08,68,0,16
2024-01-29 17:00:00,10,Thunderstorm,30.93,100,0,17
2024-01-29 17:30:00,26,Clouds,33.56,68,0,17
2024-01-29 18:00:00,20,Drizzle,26.92,68,0,18
2024-01-29 18:30:00,30,Clear,29.46,50,0,18
2024-01-29 19:00:00,21,Clear,29.63,73,0,19
2024-01-29 19:30:00,26,Clear,29.59,66,0,19
2024-01-29 20:00:00,18,Mist,27.62,71,0,20
2024-01-29 20:30:00,11,Rain,32.4,66,0,20
2024-01-29 21:00:00,9,Clear,26.11,82,0,21
2024-01-29 21:30:00,1,Haze,28.25,79,0,21
2024-01-29 22:00:00,1,Clouds,30.2,83,0,22
2024-01-29 22:30:00,1,Clear,27.09,71,0,22
2024-01-29 23:00:00,8,Mist,26.99,51,0,23
2024-01-29 23:30:00,10,Clear,30.9,85,0,23
2024-01-30 00:00:00,9,Clear,34.15,47,1,0
2024-01-30 00:30:00,3,Drizzle,31.97,42,1,0
2024-01-30 01:00:00,2,Drizzle,26.3,59,1,1
2024-01-30 01:30:00,4,Fog,28.53,76,1,1
2024-01-30 02:00:00,6,Haze,26.63,68,1,2
2024-01-30 02:30:00,0,Drizzle,27.34,72,1,2
2024-01-30 03:00:00,1,Fog,28.06,57,1,3
2024-01-30 03:30:00,2,Clouds,28.53,71,1,3
2024-01-30 04:00:00,3,Mist,29.34,92,1,4
2024-01-30 04:30:00,10,Fog,28.58,71,1,4
2024-01-30 05:00:00,3,Thunderstorm,32.16,58,1,5
2024-01-30 05:30:00,4,Drizzle,29.54,91,1,5
2024-01-30 06:00:00,4,Drizzle,27.75,62,1,6
2024-01-30 06:30:00,5,Thunderstorm,32.43,95,1,6
2024-01-30 07:00:00,24,Fog,26.53,78,1,7
2024-01-30 07:30:00,24,Clouds,27.29,87,1,7
2024-01-30 08:00:00,10,Rain,26.89,70,1,8
2024-01-30 08:30:00,25,Clouds,26.43,61,1,8
2024-01-30 09:00:00,17,Clear,28.31,90,1,9
2024-01-30 09:30:00,23,Clouds,22.09,64,1,9
2024-01-30 10:00:00,4,Rain,30.77,77,1,10
2024-01-30 10:30:00,6,Mist,24.87,72,1,10
2024-01-30 11:00:00,2,Clouds,28.47,68,1,11
2024-01-30 11:30:00,2,Clouds,28.96,50,1,11
2024-01-30 12:00:00,4,Clear,26.63,90,1,12
2024-01-30 12:30:00,10,Mist,29.09,58,1,12
2024-01-30 13:00:00,1,Haze,28.01,59,1,13
2024-01-30 13:30:00,3,Clear,30.72,56,1,13
2024-01-30 14:00:00,2,Haze,27.99,96,1,14
2024-01-30 14:30:00,10,Clear,28.57,64,1,14
2024-01-30 15:00:00,3,Haze,26.28,81,1,15
2024-01-30 15:30:00,8,Clear,26.82,51,1,15
2024-01-30 16:00:00,4,Clear,33.79,100,1,16
2024-01-30 16:30:00,6,Haze,34.01,72,1,16
2024-01-30 17:00:00,20,Drizzle,30.33,46,1,17
2024-01-30 17:30:00,18,Mist,23.74,68,1,17
2024-01-30 18:00:00,14,Drizzle,28.96,69,1,18
2024-01-30 18:30:00,30,Clear,22.52,61,1,18
2024-01-30 19:00:00,29,Clear,28.18,100,1,19
2024-01-30 19:30:00,17,Clouds,26.86,76,1,19
2024-01-30 20:00:00,15,Fog,28.96,54,1,20
2024-01-30 20:30:00,29,Mist,29.94,79,1,20
2024-01-30 21:00:00,7,Fog,26.83,54,1,21
2024-01-30 21:30:00,1,Clouds,33.4,30,1,21
2024-01-30 22:00:00,1,Clouds,25.55,100,1,22
2024-01-30 22:30:00,3,Mist,27.13,54,1,22
2024-01-30 23:00:00,5,Rain,25.74,94,1,23
2024-01-30 23:30:00,4,Clear,30.75,76,1,23
2024-01-31 00:00:00,3,Haze,29.14,77,2,0
2024-01-31 00:30:00,6,Clear,30.21,82,2,0
2024-01-31 01:00:00,9,Haze,31.76,45,2,1
2024-01-31 01:30:00,4,Haze,28.15,64,2,1
2024-01-31 02:00:00,6,Thunderstorm,25.72,79,2,2
2024-01-31 02:30:00,2,Fog,32.0,76,2,2
2024-01-31 03:00:00,3,Clouds,21.5,46,2,3
2024-01-31 03:30:00,9,Mist,26.68,65,2,3
2024-01-31 04:00:00,1,Thunderstorm,32.45,75,2,4
2024-01-31 04:30:00,9,Clear,34.3,78,2,4
2024-01-31 05:00:00,2,Drizzle,28.91,66,2,5
2024-01-31 05:30:00,6,Clear,25.38,68,2,5
2024-01-31 06:00:00,0,Drizzle,28.0,67,2,6
2024-01-31 06:30:00,3,Thunderstorm,23.49,75,2,6
2024-01-31 07:00:00,23,Mist,25.45,37,2,7
2024-01-31 07:30:00,18,Mist,21.95,34,2,7
2024-01-31 08:00:00,20,Clear,27.82,90,2,8
2024-01-31 08:30:00,24,Clouds,24.5,71,2,8
2024-01-31 09:00:00,22,Clear,28.81,68,2,9
2024-01-31 09:30:00,23,Mist,27.2,80,2,9
2024-01-31 10:00:00,3,Drizzle,27.63,90,2,10
